1,0
 give me all flights from boston to philadelphia next week arriving after lunch,atis_flight
 what is the ground transportation from boston airport to boston downtown,atis_ground_service
 is there ground transportation in dallas from the dallas airport to downtown dallas,atis_ground_service
 does flight dl 323 dl 229 from boston to denver stop in philadelphia,atis_flight
 give me the earliest flight on american airlines tomorrow from st. petersburg to milwaukee,atis_flight
 are there any nonstop flights from philadelphia to denver that arrive before 5 pm,atis_flight
 how can i get from indianapolis to montreal in the evening,atis_flight
 on continental airlines any class service from san francisco to pittsburgh,atis_flight
 list the flights between san jose and houston,atis_flight
 what is the cheapest flight from pittsburgh to atlanta leaving on october fifth,atis_flight
 i'd like a limo in denver on august seventh,atis_ground_service
 i would like a nonstop flight from philadelphia to pittsburgh,atis_flight
 flights from denver to seattle on saturday morning on continental,atis_flight
 list all flights from boston to san francisco with the maximum number of stops,atis_flight
 i'd like to arrange a trip to baltimore on january first,atis_flight
 what kind of ground transportation is there in philadelphia,atis_ground_service
 show me all flights from new york to miami on a tuesday with round trip fares under 932 dollars,atis_flight
 what flights from st. paul to kansas city on friday with supper served,atis_flight
 show me flights from denver to boston on thursday,atis_flight
 does flight dl 1083 from philadelphia to denver fly on saturdays,atis_flight
 show me ground transportation in philadelphia on monday morning,atis_ground_service
 does continental fly from denver to pittsburgh,atis_flight
 i would like to find the cheapest one way fare from boston to oakland,atis_airfare
 from las vegas to phoenix departing in the morning,atis_flight
 i would like to see all flights from baltimore to philadelphia,atis_flight
 what flights are there from baltimore to san francisco,atis_flight
 are there any nonstop flights leaving from dallas to baltimore july seventh with who united airlines,atis_flight
 show me flights from milwaukee to orlando on wednesday evening or thursday mornings,atis_flight
 what are the flights that leave detroit and arrive in chicago around 7 pm next wednesday,atis_flight
 what is restriction ap80,atis_restriction
 show me the cheapest flight arriving in baltimore on june fourteenth starting from dallas,atis_flight
 show me round trip fares from denver to philadelphia,atis_airfare
 what are the flights from dallas to baltimore,atis_flight
 okay just on november twenty third i want to fly from atlanta to denver and i need to know what flights are available,atis_flight
 show me all the flights from burbank to denver,atis_flight
 please list all flights from san francisco to pittsburgh on sunday,atis_flight
 list all flights from pittsburgh to philadelphia,atis_flight
 what's the earliest flight from phoenix to salt lake city,atis_flight
 information on afternoon flights from philadelphia to denver,atis_flight
 is there a thursday night flight from pittsburgh to san francisco on us air,atis_flight
 yes what flights will be used on july seventh in the morning from atlanta to boston,atis_flight
 i'm interested in the cheapest fare from washington to fort worth,atis_airfare
 what flight do you have from dallas to denver on august twenty seventh in the morning,atis_flight
 now i need another flight from las vegas to los angeles arriving also in the late afternoon what's available for that,atis_flight
 i need the earliest flight from denver to boston that serves dinner,atis_flight
 tell me distance from orlando airport to the city,atis_distance
 a one way flight from boston to san francisco please,atis_flight
 what flights from st. paul to kansas city on friday with lunch served,atis_flight
 what is ewr,atis_abbreviation
 what is restriction ap57,atis_restriction
 show me airlines between boston and san francisco,atis_airline
 i want to fly from boston to san francisco via dallas fort worth on american airlines,atis_flight
 show me morning flights from atlanta to philadelphia,atis_flight
 what airlines fly between boston and atlanta,atis_airline
 the cheapest flights between boston and philadelphia which arrive between 3 and 5 o'clock on tuesday,atis_flight
 please show me airlines with flights from denver to boston with a stopover in philadelphia,atis_airline
 is the american flight 813 from boston to oakland a flight that goes straight through from boston to oakland without stopping at another city,atis_flight
 show me all flights arriving to denver from oakland,atis_flight
 please show me the round trip flights from st. petersburg to toronto,atis_flight
 find me the earliest flight from boston to atlanta on any day of the week,atis_flight
 what are connecting flights from chicago into seattle on june fifth,atis_flight
 what flights from montreal to las vegas on saturday,atis_flight
 what is the cheapest one way fare from any city to another,atis_airfare
 please list available flights for next saturday from philadelphia to dallas,atis_flight
 show me the cheapest one way fare from baltimore to dallas,atis_airfare
 what flights from any city land at general mitchell international,atis_flight
 lowest fare from san francisco to orlando,atis_airfare
 what is your last trip from washington to boston on august twenty seventh,atis_flight
 please give me ground transportation information between dallas fort worth airport and downtown dallas,atis_ground_service
 what is the cheapest round trip coach flight between dallas and baltimore leaving august tenth,atis_flight
 from seattle to salt lake city,atis_flight
 show me all flights from philadelphia to atlanta that leave after 5 pm on wednesday,atis_flight
 what airlines service pittsburgh airport,atis_airline
 what northwest flights stop in denver,atis_flight
 what are the flights from charlotte to atlanta returning on tuesday july thirteenth,atis_flight
 flight numbers from columbus to minneapolis tomorrow,atis_flight_no
 is there a flight between philadelphia and denver that leaves philadelphia around 2 o'clock in the afternoon,atis_flight
 please list the flights from phoenix to san diego,atis_flight
 what does mco stand for,atis_abbreviation
 tell me the last flight from atlanta to philadelphia,atis_flight
 show me flights from denver to washington dc wednesday,atis_flight
 can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday,atis_flight
 on august thirtieth i would like a flight from denver to san francisco in the early am,atis_flight
 what flights are there wednesday morning from atlanta to philadelphia,atis_flight
 train to newark,atis_ground_service
 please give me all the flights from long beach california to memphis tennessee,atis_flight
 what are the schedule of flights from boston to san francisco for august first,atis_flight_time
 what is bur,atis_abbreviation
 i would like an early flight from la to charlotte monday morning,atis_flight
 what ground transportation is available from the pittsburgh airport to downtown and how much does it cost,atis_ground_service#atis_ground_fare
 are there any flights from philadelphia to dallas which stop in atlanta,atis_flight
 flights from kansas city to cleveland and price,atis_flight
 list airlines serving between denver and san francisco,atis_airline
 please list the friday flights from houston to milwaukee on american airlines in the evening,atis_flight
 i would like a flight from denver to pittsburgh,atis_flight
 show me the earliest flight on wednesday from baltimore to newark,atis_flight
 show me flights from seattle to san francisco that leave after 5 pm,atis_flight
 is there a flight between washington dc and san francisco on us air at 8 am,atis_flight
 what type of airplane is an m80,atis_aircraft
 i would like an afternoon flight from washington to boston on august twentieth,atis_flight
 i want a flight from toronto to san diego that stops in st. louis are there flights,atis_flight
 flight on monday from philadelphia to oakland california early morning,atis_flight
 show me the flights from atlanta to denver on friday,atis_flight
 i'd like to see all flights from baltimore to philadelphia,atis_flight
 what flights are available saturday to san francisco from dallas,atis_flight
 need an inexpensive flight from baltimore to san francisco,atis_flight
 explain restriction ap 57,atis_abbreviation
 what is the round trip first class fare on united from boston to san francisco,atis_airfare
 i would like an early morning flight from chicago into seattle on june first on continental airline,atis_flight
 what flights go from baltimore to newark wednesday morning,atis_flight
 show ground transportation in denver,atis_ground_service
 let's see how much would a direct flight from atlanta to denver be on may seventh,atis_airfare
 what's the lowest round trip fare from denver to pittsburgh,atis_airfare
 show me all midwest express flights from detroit to chicago,atis_flight
 what does the abbreviation co mean,atis_abbreviation
 show me the flights from san diego to newark,atis_flight
 all flights from miami to new york,atis_flight
 show me the flights from baltimore to oakland,atis_flight
 list all flights from boston to atlanta after 6 o'clock pm on wednesday,atis_flight
 i need a flight from denver to pittsburgh on july seventh that leaves in the afternoon,atis_flight
 i need a flight from los angeles to pittsburgh on monday afternoon,atis_flight
 show me flights from baltimore to philadelphia,atis_flight
 all round trip flights between new york and miami that are first class,atis_flight
 show me first class fares from dallas to baltimore,atis_airfare
 i'd like a return flight from baltimore to boston,atis_flight
 i would like a list of the round trip flights between indianapolis and orlando on the twenty seventh or the twenty eighth of december,atis_flight
 show all nonstop flights from boston to san francisco,atis_flight
 i need a listing of flights from kansas city missouri to salt lake city utah,atis_flight
 list all flights arriving and departing at general mitchell international,atis_flight
 what is the cost of limousine service in philadelphia,atis_ground_fare
 what's the cheapest one way flight from oakland to boston,atis_flight
 show me ground transportation in boston,atis_ground_service
 what is the least expensive business class flight between boston and san francisco,atis_flight
 please list the flights from charlotte to long beach arriving after lunch time,atis_flight
 i want to fly from cleveland to san diego tomorrow and stop in indianapolis,atis_flight
 do you have a flight leaving boston at 645 am going to washington,atis_flight
 i want a flight originating in denver going to pittsburgh and atlanta in either order,atis_flight
 are there any other flights from boston to pittsburgh wednesday next week later than 5 pm,atis_flight
 how long does it take to get from kansas city to st. paul,atis_distance
 what is the earliest flight in the morning to arrive in baltimore from boston,atis_flight
 what is your earliest flight from boston to washington on august twenty seventh,atis_flight
 what flights are there on sunday from seattle to chicago,atis_flight
 show me flights from san francisco to denver,atis_flight
 list nonstop flights from los angeles to pittsburgh which arrive on monday after 5 pm,atis_flight
 i'd like to know the information from boston to philadelphia nonstop,atis_flight
 can you list the latest flights from oakland to salt lake city on wednesday,atis_flight
 from washington to atlanta,atis_flight
 list all flights leaving on thursday morning from new york city to montreal,atis_flight
 what is the earliest american airlines flight leaving philadelphia for dallas,atis_flight
 what airlines fly from dallas to baltimore,atis_airline
 show me the flights from baltimore to oakland,atis_flight
 flight leaving chicago to nashville,atis_flight
 show me ground transportation in dallas please,atis_ground_service
 what flights are there from atlanta to oakland on thursday with in flight meals,atis_flight
 show me all flights from san francisco to denver,atis_flight
 i would like information on flights from san francisco to pittsburgh leaving after 8 pm monday night,atis_flight
 show me flights from denver to philadelphia,atis_flight
 show me fares leaving on tuesdays from denver to go to dallas,atis_airfare
 please show me all the flights from indianapolis to san diego tomorrow,atis_flight
 i'd like to fly from minneapolis to long beach two days from today in the early morning,atis_flight
 show flights from pittsburgh into san francisco,atis_flight
 i need a flight from boston to pittsburgh,atis_flight
 what flights go from newark to boston after 1024 in the morning,atis_flight
 what types of meals are available,atis_meal
 okay i just want to know the cheapest fare from atlanta to boston,atis_airfare
 list flights from phoenix to detroit on thursday june twenty fourth,atis_flight
 us air next wednesday from cleveland to miami,atis_flight
 what is the least expensive one way ticket from atlanta to denver leaving on october twelfth,atis_airfare
 what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas,atis_aircraft
 show me the flights from boston to san francisco,atis_flight
 find travel arrangements for a round trip flight from dallas to pittsburgh,atis_flight
 i would like a flight from toronto to san diego that stops in kansas city,atis_flight
 show me the flights from salt lake city to st. petersburg late night on tuesday,atis_flight
 what is the earliest flight from memphis to las vegas,atis_flight
 what kind of airplanes are used by delta airlines flying between washington and denver,atis_aircraft
 list all flights on united from san francisco to boston,atis_flight
 okay does twa have a flight from dallas to san francisco,atis_flight
 show me one way flights from tampa to st. louis departing before 10 am first class,atis_flight
 what is the first flight from boston to san francisco on saturday,atis_flight
 what's the cheapest round trip fare between dallas and baltimore,atis_airfare
 what flights are there from baltimore to newark,atis_flight
 which flights from pittsburgh to atlanta have the lowest coach class fares,atis_flight
 what flights leave pittsburgh and arrive in los angeles after 5 pm on thursday,atis_flight
 show me all the eastern airlines flights leaving pittsburgh between 12 and 4 in the afternoon,atis_flight
 which airlines serve atlanta,atis_airline
 flights from kansas city to cleveland on wednesday,atis_flight
 what are the rental car rates in san francisco,atis_ground_fare
 show me all flights from san diego to dulles on boeing 767,atis_flight
 ground transportation denver,atis_ground_service
 ground transportation in denver,atis_ground_service
 price of flight from cleveland to nashville,atis_airfare
 what are the morning flights from boston to philadelphia,atis_flight
 how can i get from boston to atlanta and back in the same day and have the most hours on the ground in atlanta,atis_flight
 oakland to philadelphia saturday,atis_flight
 i want a flight from pittsburgh to los angeles that departs after 6 pm on thursday,atis_flight
 show flights between philadelphia and denver on september sixteenth,atis_flight
 show me round trip fares between san francisco and washington dc,atis_airfare
 i would like to book a flight from los angeles to pittsburgh on june first,atis_flight
 display all flights from baltimore to dallas on july twenty ninth,atis_flight
 do you have any flights from pittsburgh to boston on wednesday of next week in the morning,atis_flight
 list all flights on continental departing on monday before noon from denver to chicago,atis_flight
 yes i need a flight from denver to pittsburgh on july seventh,atis_flight
 i need a return flight from chicago to kansas city leaving chicago around 7 in the evening next thursday,atis_flight
 what is sa,atis_abbreviation
 list the flights from philadelphia to san francisco which have a layover in dallas,atis_flight
 flight from denver to philadelphia,atis_flight
 what is the earliest flight that i can get from bwi to boston logan,atis_flight
 houston airports,atis_airport
 what ground transportation is there in oakland,atis_ground_service
 what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh,atis_flight
 show me all flights from pittsburgh to san francisco,atis_flight
 what does us stand for,atis_abbreviation
 show me the earliest flight on wednesday from baltimore to newark,atis_flight
 what is the price of a first class ticket from milwaukee to san francisco round trip,atis_airfare
 how many first class flights does united have leaving from all cities today,atis_quantity
 does midwest express serve indianapolis,atis_flight
 show me the morning flights from boston to philadelphia,atis_flight
 list all flights from orlando to kansas city then to minneapolis,atis_flight
 do you have a flight from atlanta to baltimore nonstop on a boeing 757 arriving baltimore around 7 pm,atis_flight
 please give me the cheapest flight from denver to pittsburgh,atis_flight
 show all nonstop flights from boston to atlanta,atis_flight
 i now need a flight from san jose to houston leaving on sunday the fourth,atis_flight
 what is the transportation time from the airport to boston,atis_ground_service
 what is the abbreviation d10,atis_abbreviation
 is there ground transportation from atlanta airport to downtown atlanta,atis_ground_service
 all fares and flights from philadelphia,atis_airfare
 what car rentals are available next sunday from denver airport,atis_ground_service
 show me flights from philadelphia to san francisco on wednesdays,atis_flight
 is there an american airlines flight in the evening from dallas to san francisco,atis_flight
 i need a flight from st. petersburg to miami for thursday,atis_flight
 could i have a list of flights in first class on monday from san francisco to pittsburgh starting at noon and afterwards,atis_flight
 what are the most expensive first class tickets between atlanta and dallas,atis_airfare
 show me the evening flights from atlanta to washington on wednesdays,atis_flight
 what are the flights from kansas city to burbank on saturday may twenty two on southwest,atis_flight
 give me flights on american airlines from milwaukee to phoenix,atis_flight
 what flights from atlanta to washington,atis_flight
 what flights are available friday afternoon from atlanta to dallas,atis_flight
 what are the coach class fares on flights from pittsburgh to atlanta,atis_airfare
 flights from indianapolis to seattle,atis_flight
 show me flights from pittsburgh to philadelphia on wednesday morning,atis_flight
 how much time does it take to go between the airport and downtown by ground transportation in dallas,atis_ground_service
 what is the earliest flight from boston that will arrive in denver,atis_flight
 what is the earliest flight from ontario to memphis,atis_flight
 i would like to fly to baltimore,atis_flight
 i would like to fly to san francisco from washington dc,atis_flight
 i would like to know some information on flights leaving philadelphia arriving in pittsburgh in the afternoon,atis_flight
 show me the flights from san diego to newark by way of houston,atis_flight
 show me the flights from boston to san francisco,atis_flight
 flights from pittsburgh to baltimore arriving between 4 and 5 pm,atis_flight
 flights from newark to cleveland daily 5 o'clock pm,atis_flight
 what ground transportation is available in dallas tomorrow,atis_ground_service
 i would like to see the flights from denver to philadelphia,atis_flight
 okay how about a flight on sunday from tampa to charlotte,atis_flight
 show flights from new york city to las vegas,atis_flight
 from las vegas to new york a nonstop twa and fare,atis_flight
 find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm,atis_flight
 i want to fly from miami to chicago on american airlines and arrive at around 5 o'clock in the afternoon show me all flights,atis_flight
 show me the aircraft that canadian airlines uses,atis_aircraft
 show me all the flights on northwest airlines from new york to milwaukee to los angeles,atis_flight
 show me all the flights that go from baltimore to seattle,atis_flight
 i need flight information on saturday for a flight from philadelphia to dallas,atis_flight
 what kind of airplane goes from philadelphia to san francisco monday stopping in dallas in the afternoon first class flight,atis_aircraft
 i would like to leave early in the morning,atis_flight
 show me the flights arriving in baltimore on june fifteenth leaving either from denver or dallas,atis_flight
 what airlines fly from toronto to san diego with a stopover in denver,atis_airline
 what flight is available at noontime from boston to washington what flight is available around noontime from boston to washington,atis_flight
 does any airline have a jet flight between pittsburgh and baltimore,atis_airline
 nonstop flights denver to boston,atis_flight
 show me the flights from dallas to baltimore at economy level,atis_flight
 ground transportation atlanta,atis_ground_service
 what is the cheapest ticket from baltimore to san francisco on friday august thirtieth,atis_airfare
 please give all flights from dallas to oakland california monday,atis_flight
 airlines that fly to miami from new york on friday,atis_airline
 i'd like to arrange for two friends to fly into los angeles next saturday evening one of the people is coming from kansas city and the other is coming from las vegas,atis_flight
 which northwest flights stop in denver before noon,atis_flight
 all flights from boston to washington dc on november eleventh,atis_flight
 list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia,atis_flight
 does united have a flight from miami to washington dc on wednesday,atis_flight
 am flights from dallas to san francisco,atis_flight
 i want to travel from atlanta to baltimore early in the morning first flight,atis_flight
 what is the latest flight leaving boston to denver,atis_flight
 i need a nonstop flight from atlanta to baltimore arriving between 5 pm and 730 pm,atis_flight
 what flights leave phoenix on wednesday evening and arrive in milwaukee,atis_flight
 also show me flights from san francisco to pittsburgh on tuesday,atis_flight
 which united airlines flights go through denver,atis_flight
 i want a cheap from denver to atlanta,atis_flight
 i want to fly dallas to san francisco on monday july eighth,atis_flight
 how much does it cost to fly from boston to baltimore on a saturday,atis_airfare
 i need fare information from denver to pittsburgh,atis_airfare
 what is the earliest flight that eastern has between boston and washington,atis_flight
 what flights do you have available from denver dallas and pittsburgh into baltimore,atis_flight
 i want to fly philadelphia to san francisco on july eighth,atis_flight
 i'd like to know the ground travel available in fort worth,atis_ground_service
 does us air fly from washington dc to denver,atis_flight
 i'd like a flight tomorrow evening from nashville to houston that includes dinner for tomorrow,atis_flight
 what is the distance from san francisco international airport to san francisco,atis_distance
 show me flights from san francisco to denver on weekdays,atis_flight
 what are the flights for united airlines on september twentieth in the morning,atis_flight
 hi i need to go from cincinnati to san jose california after 6 pm on saturday,atis_flight
 show me the airlines between boston and denver,atis_airline
 show me your flights from atlanta to denver on june fourth,atis_flight
 find me the earliest flight from boston to atlanta on any day of the week,atis_flight
 are there any flights from atlanta to baltimore,atis_flight
 find travel arrangements for a one way flight from san francisco to dallas,atis_flight
 show me all flights from philadelphia to san francisco with one stop in dallas,atis_flight
 show me flights from dallas to atlanta on tuesday,atis_flight
 what is ua,atis_abbreviation
 i need information on flights leaving philadelphia on friday arriving in oakland california,atis_flight
 what ground transportation is available at the boston airport,atis_ground_service
 show me all flights from oakland to philadelphia on saturday which serve a meal,atis_flight
 do you have an early morning direct flight from philadelphia to pittsburgh,atis_flight
 could you tell me about flights from philadelphia to dallas the flights should leave philadelphia in the morning,atis_flight
 show me the ground transportation schedule in san francisco on thursday evening,atis_ground_service
 what is fare code m,atis_abbreviation
 all flights from boston to washington dc on november tenth,atis_flight
 what flights go from pittsburgh to newark after 823 in the morning,atis_flight
 show flights from dallas to oakland,atis_flight
 which airlines fly between boston and pittsburgh,atis_airline
 okay i would like to fly from atlanta to philadelphia,atis_flight
 what are the fares for flights from la to newark leaving monday morning,atis_airfare
 i need a flight from phoenix to detroit leaving monday evening,atis_flight
 please find me a flight between boston and philadelphia that arrives in philadelphia close to 5 pm,atis_flight
 atlanta to pittsburgh july twenty third,atis_flight
 what flights do you have today from san francisco to pittsburgh,atis_flight
 show me flights from san francisco to minneapolis,atis_flight
 what time does the tuesday morning 755 flight leaving washington arrive in san francisco,atis_flight_time
 please show me flights from boston to denver with a stopover in philadelphia,atis_flight
 what is the schedule for flights between pittsburgh and boston on the evening of july ninth,atis_flight_time
 an early flight on wednesday morning from baltimore to newark,atis_flight
 do you have a flight from salt lake city to st. petersburg on june second,atis_flight
 all flights from denver colorado to pittsburgh pennsylvania,atis_flight
 what ground transport is available in baltimore,atis_ground_service
 give me all the flights from new york to miami round trip,atis_flight
 show me all daily flights from milwaukee to orlando,atis_flight
 i want to fly from boston to baltimore,atis_flight
 i am also interested in a flight that runs from st. louis to las vegas,atis_flight
 i'd like to know the earliest flight from boston to atlanta,atis_flight
 please give ground transportation at denver airport,atis_ground_service
 all flights from boston to washington dc on november eleventh,atis_flight
 list the flights that leave from philadelphia to atlanta early thursday morning before 8 am,atis_flight
 what's the smallest plane flying from pittsburgh to baltimore on december seventeenth,atis_aircraft
 ground transportation baltimore,atis_ground_service
 what flights are there from dallas to houston,atis_flight
 show me the ground transportation at denver,atis_ground_service
 in boston is there ground transportation between airport and downtown,atis_ground_service
 what are the flights from tacoma to san jose also on tuesday the eighteenth of may,atis_flight
 list all flights from baltimore to san francisco on friday,atis_flight
 are there any flights available from baltimore to dallas monday afternoon,atis_flight
 yes i live in washington and i want to make a trip to san francisco which airlines may i use for this trip,atis_flight
 i need to fly between philadelphia and atlanta,atis_flight
 are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning,atis_city
 what flights from kansas city to chicago next wednesday arrive at chicago at about 7 pm,atis_flight
 what flights leave from phoenix,atis_flight
 how many flights are there between san francisco and philadelphia on august eighteenth,atis_quantity
 please show me all round trip flights from new york to miami,atis_flight
 does flight ua 270 from denver to philadelphia have a meal,atis_flight
 show me the flights from love field,atis_flight
 all flights from boston to washington,atis_flight
 list the flights from dallas to baltimore,atis_flight
 us 3724 baltimore to philadelphia what is the round trip fare,atis_airfare
 flights from milwaukee to orlando one way,atis_flight
 what are the united airlines flights between baltimore and denver on august twelfth,atis_flight
 show me the flights from all airports to love field,atis_flight
 i'm interested in round trip flights from boston to washington,atis_flight
 show me flights from dallas to san francisco on wednesdays,atis_flight
 list the first class flights from baltimore to denver,atis_flight
 what delta leaves boston for atlanta,atis_flight
 please give me a list of flights leaving boston going to pittsburgh,atis_flight
 thank you very much now can you help me with information on flights from boston to atlanta,atis_flight
 show me all meals on flights from atlanta to washington,atis_meal
 please list the flights from kansas city to denver,atis_flight
 give me the least expensive first class round trip ticket on us air from cleveland to miami,atis_airfare
 what is the ground transportation in san diego,atis_ground_service
 what is hp,atis_abbreviation
 show me the type of aircraft that cp uses,atis_aircraft
 list flights from pittsburgh to baltimore on thursday morning nonstop,atis_flight
 on november twenty third of this year 1991 i'd like to fly from atlanta to denver and i'd like to fly on delta,atis_flight
 what does fare code m mean,atis_abbreviation
 i need a flight from atlanta to baltimore and this flight should arrive at 7 pm please,atis_flight
 are there any flights between pittsburgh and baltimore using a j31 aircraft,atis_flight
 show me the cheapest one way flights from dallas to san francisco leaving dallas after 4 pm,atis_flight
 round trip fares from baltimore to philadelphia under 1000 dollars,atis_airfare
 what does the fare code f mean,atis_abbreviation
 evening flights from philadelphia to oakland,atis_flight
 coach class flights on twa from columbus to st. paul,atis_flight
 please give me flights from atlanta to boston on wednesday morning and thursday afternoon,atis_flight
 i need to go from philadelphia to dallas,atis_flight
 what are the most expensive first class tickets between boston and san francisco,atis_airfare
 describe ground transportation in dallas,atis_ground_service
 what is the cheapest flight from atlanta to pittsburgh one way,atis_flight
 of all airlines which airline has the most arrivals in atlanta,atis_airline
 what flights are available from dallas fort worth to atlanta,atis_flight
 can you list all flights departing from toronto and landing in san diego with a stopover in denver,atis_flight
 show me flights from anywhere to philadelphia arriving after 2100,atis_flight
 can you list all flights from toronto to san diego,atis_flight
 okay can you tell me the flight cost between denver and atlanta,atis_flight
 show me prices and times for first class travel from baltimore to dallas next summer,atis_airfare
 show me round trip fares from baltimore to philadelphia,atis_airfare
 is there ground transportation from the airport in denver to downtown,atis_ground_service
 how much is the cheapest flight from denver to pittsburgh with a stop in atlanta,atis_airfare
 what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,atis_airfare
 show me the latest flight to love field,atis_flight
 i'd like to know the price of first class seats from atlanta to san francisco,atis_airfare
 what airlines fly from st. petersburg to milwaukee and from milwaukee to tacoma,atis_airline
 i would like to fly from pittsburgh to atlanta on us air at the latest time possible in the evening,atis_flight
 delta flights to san francisco please,atis_flight
 i'd like an afternoon flight from atlanta to san francisco with a stopover in denver arriving i'd say about mealtime,atis_flight
 show me flights from milwaukee to orlando on wednesday night or thursday morning,atis_flight
 denver to philadelphia monday,atis_flight
 show me flights from new york to miami,atis_flight
 what are the flights on january first 1992 from boston to san francisco,atis_flight
 how long does it take to fly from boston to atlanta,atis_distance
 what kind of aircraft do you have flying from boston to san francisco on august twenty seventh,atis_aircraft
 i need your help with information on ground transportation from the airport in philadelphia to downtown,atis_ground_service
 give me american airlines flights from milwaukee to phoenix on saturday and on sunday,atis_flight
 please list fares for all the flights from atlanta to philadelphia on august the first,atis_airfare
 show me the flights from baltimore to dallas,atis_flight
 what are the flights available in the morning between boston and denver,atis_flight
 is there a flight on eastern airlines from boston to denver,atis_flight
 show me all flights from san francisco to pittsburgh,atis_flight
 i am looking for the cheapest fare from indianapolis to orlando on december twenty seventh,atis_airfare
 are there any flights from new york to los angeles which stop over in milwaukee,atis_flight
 show me all flights from boston to detroit,atis_flight
 give me the flights from milwaukee to st. louis leaving sunday morning,atis_flight
 how much does it cost to fly from boston to atlanta,atis_airfare
 list the flights arriving in boston from atlanta on august fifth,atis_flight
 what ground transportation is there in atlanta,atis_ground_service
 i'd like to make a trip between atlanta and boston i wish to know the cheapest fare,atis_flight
 show me all flights arriving to denver from baltimore oakland and boston,atis_flight
 what is the ground transportation available in fort worth,atis_ground_service
 all flights from pittsburgh to philadelphia next tuesday arriving near 6 o'clock,atis_flight
 show me the earliest flight on thursday from atlanta to washington,atis_flight
 find all flights from philadelphia to dallas stopping in atlanta,atis_flight
 what is the most expensive flight from boston to dallas,atis_flight
 i'm going to leave philadelphia and i want to go to san francisco and i want to fly first class american and i want a stop in dallas can you please tell me what type of aircraft you will be flying,atis_aircraft
 show me the flights from montreal to chicago,atis_flight
 what are the different classes of service and the prices for us air,atis_airfare
 how many flights does american airlines have from boston to atlanta,atis_quantity
 flights from pittsburgh to baltimore between 10 am and 2 pm,atis_flight
 what flights from kansas city to chicago leave next wednesday returning the following day,atis_flight
 what airlines fly from burbank to denver,atis_airline
 find travel arrangements for a round trip flight from dallas to pittsburgh,atis_flight
 which airlines have flights between charlotte and newark,atis_airline
 find travel arrangements for a round trip flight from dallas to pittsburgh,atis_flight
 describe pittsburgh airport,atis_airport
 okay what i would like to know is does twa flight 505 from charlotte to las vegas with a stop in st. louis serve dinner that's twa flight 505 or 163,atis_flight
 show me the continental flights with meals which depart seattle on sunday for chicago,atis_flight
 what is the cheapest way to fly from denver to oakland,atis_flight
 i want to fly from philadelphia to dallas with a stop in atlanta on a breakfast flight,atis_flight
 please list any flight available leaving oakland california tuesday arriving philadelphia wednesday,atis_flight
 what's the cheapest one way flight from denver to pittsburgh,atis_flight
 the earliest flight from boston to san francisco please that will be serving a meal,atis_flight
 what are the flights from san jose to nashville on thursday the twentieth,atis_flight
 okay for now i would like information on a flight on april twenty seventh from pittsburgh to atlanta leaving early in the morning about 8 o'clock,atis_flight
 does twa have a flight from indianapolis to houston arriving at 11 am,atis_flight
 is there a flight from nashville to houston in the evening tomorrow,atis_flight
 flights from indianapolis nashville memphis to seattle,atis_flight
 show me flights from denver to washington dc on a wednesday,atis_flight
 do you have a 9 o'clock flight from boston to philadelphia,atis_flight
 what is fare code h,atis_abbreviation
 what does the fare code f mean,atis_abbreviation
 which flights depart los angeles destination charlotte that leave on a monday morning,atis_flight
 show flights from san francisco to denver on either wednesday the twenty third or thursday the twenty fourth,atis_flight
 show me the flights from denver to baltimore or washington dc that arrive before or around noon,atis_flight
 what do you have from philadelphia to dallas on saturday morning,atis_flight
 i would like to see the flights from denver to philadelphia,atis_flight
 list the northwest airlines flights that leave denver before noon,atis_flight
 what ground transportation is available in denver,atis_ground_service
 show me the flights leaving from love field,atis_flight
 cheapest fare from indianapolis to seattle,atis_airfare
 please list the tuesday flights from atlanta to st. louis,atis_flight
 american flights from chicago to los angeles morning,atis_flight
 what flights leave atlanta at about 3 in the afternoon and arrive in san francisco,atis_flight
 show all monday flights from san francisco to pittsburgh,atis_flight
 are there any flights from new york to montreal canada leaving on thursday,atis_flight
 i need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning,atis_flight
 show me flights on monday from philadelphia to boston after 7 am,atis_flight
 may i have a listing of flights from minneapolis to long beach california on wednesday,atis_flight
 what are the coach fares for flights from newark to la leaving after 3 pm,atis_airfare
 what is airline ff,atis_airline
 what are the flights and fares from atlanta to philadelphia,atis_flight#atis_airfare
 information on flights from atlanta to washington dc departing on thursday before 9 am,atis_flight
 and flights leaving from atlanta to oakland leaving after 5 pm,atis_flight
 find me the earliest flight from boston to atlanta and the latest return from atlanta to boston within the same day,atis_flight
 show me a list of flights from pittsburgh to baltimore on august third,atis_flight
 please find a flight on delta from philadelphia to san francisco and give me the flight numbers,atis_flight
 what flights are available from denver to philadelphia on monday,atis_flight
 i would like information on flights from baltimore to atlanta on thursday arriving in atlanta before 6 pm,atis_flight
